2018-12-31 15:34:55.8221|INFO|CrawlHotMovie Start... 
2018-12-31 15:34:55.8221|INFO|CrawlLatestMovieInfo Start... 
2018-12-31 15:35:01.8599|INFO|Add Movie Success! 
2018-12-31 15:35:06.7434|INFO|Add Movie Success! 
2018-12-31 15:35:10.1900|INFO|Add Movie Success! 
2018-12-31 15:35:18.5145|INFO|Add Movie Success! 
2018-12-31 15:35:19.7252|INFO|Add Movie Success! 
2018-12-31 15:35:20.3690|INFO|Add Movie Success! 
2018-12-31 15:35:23.7707|INFO|Add Movie Success! 
2018-12-31 15:35:26.0158|INFO|Add Movie Success! 
2018-12-31 15:35:58.8815|INFO|Add Movie Success! 
2018-12-31 15:35:59.1806|INFO|Add Movie Success! 
2018-12-31 15:36:02.6909|INFO|Add Movie Success! 
2018-12-31 15:36:03.1285|INFO|Add Movie Success! 
2018-12-31 15:36:03.2766|INFO|Add Movie Success! 
2018-12-31 15:36:03.9466|INFO|Add Movie Success! 
2018-12-31 15:36:04.5861|INFO|Add Movie Success! 
2018-12-31 15:36:04.7405|INFO|Add Movie Success! 
2018-12-31 15:36:05.1314|INFO|Add Movie Success! 
2018-12-31 15:36:05.2822|INFO|Add Movie Success! 
2018-12-31 15:36:05.7077|INFO|Add Movie Success! 
2018-12-31 15:36:06.2140|INFO|Add Movie Success! 
2018-12-31 15:36:06.7099|INFO|Add Movie Success! 
2018-12-31 15:36:07.0666|INFO|Add Movie Success! 
2018-12-31 15:36:07.2244|INFO|Add Movie Success! 
2018-12-31 15:36:07.5750|INFO|Add Movie Success! 
2018-12-31 15:36:07.8479|INFO|Add Movie Success! 
2018-12-31 15:36:08.1210|INFO|Add Movie Success! 
2018-12-31 15:36:08.3861|INFO|Add Movie Success! 
2018-12-31 15:36:08.7097|INFO|Add Movie Success! 
2018-12-31 15:36:09.0813|INFO|Add Movie Success! 
2018-12-31 15:36:09.3687|INFO|Add Movie Success! 
2018-12-31 15:36:09.6468|INFO|Add Movie Success! 
2018-12-31 15:36:09.9181|INFO|Add Movie Success! 
